type,time,x_c,x_c_dot,gamma,gamma_dot
real_0,3.058419942855835,0.5613135302328995,,,
real_0,3.0996756553649902,0.5708280962429875,,,
real_0,3.100717544555664,0.571067367675588,,,
real_0,3.1009957790374756,0.57113125616803,,,
real_0,3.101158618927002,0.5711686459755226,,,
real_0,3.101405143737793,0.5712252484200919,,,
real_0,3.10150408744812,0.5712479652464751,,,
real_0,3.15936017036438,0.584453533678911,,,
real_0,3.1596174240112305,0.5845119027842773,,,
real_0,3.1597185134887695,0.5845348384510756,,,
real_0,3.1599364280700684,0.5845842783296699,,,
real_0,3.1843879222869873,0.5901175979023634,,,
real_0,3.18642520904541,0.5905773607970723,,,
real_0,3.2211217880249023,0.5983773136460139,,,
real_0,3.22135591506958,0.5984297523174461,,,
real_0,3.221453905105591,0.5984516988886182,,,
real_0,3.2215495109558105,0.5984731110391629,,,
real_0,3.222398042678833,0.5986631314690728,,,
real_0,3.222533702850342,0.5986935080653126,,,
real_0,3.284834623336792,0.6125505815209689,,,
real_0,3.2859787940979004,0.6128033221676923,,,
real_0,3.2878620624542236,0.6132191871428117,,,
real_0,3.2900474071502686,0.6137015415501921,,,
real_0,3.2904062271118164,0.6137807190169924,,,
real_0,3.2906272411346436,0.6138294850223284,,,
real_0,3.3563685417175293,0.6282294190829788,,,
real_0,3.35684871673584,0.6283338172537987,,,
real_0,3.3586106300354004,0.6287167896778403,,,
real_0,3.3589091300964355,0.6287816569944485,,,
real_0,3.359098196029663,0.6288227408102949,,,
real_0,3.4189629554748535,0.6417422371664494,,,
real_0,3.4209368228912354,0.6421651815379602,,,
real_0,3.422495126724243,0.6424989445704464,,,
real_0,3.422776460647583,0.6425591887117188,,,
real_0,3.422950506210327,0.6425964564081837,,,
real_0,3.423114061355591,0.6426314764501517,,,
real_0,3.473860502243042,0.6534322383688332,,,
real_0,3.4751596450805664,0.6537070382158428,,,
real_0,3.4754180908203125,0.6537616954793735,,,
real_0,3.475558042526245,0.6537912916798705,,,
real_0,3.475689649581909,0.6538191222944683,,,
real_0,3.4758126735687256,0.6538451370747136,,,
real_0,3.535778760910034,0.6664338275464813,,,
real_0,3.5372064113616943,0.6667312905412042,,,
real_0,3.5376343727111816,0.6668204394628419,,,
real_0,3.537851572036743,0.6668656807975086,,,
real_0,3.538059711456299,0.6669090327293243,,,
real_0,3.539959669113159,0.6673046587935392,,,
real_0,3.6551260948181152,0.6909354612099509,,,
real_0,3.65567946434021,0.6910473277342968,,,
real_0,3.65590238571167,0.6910923878715731,,,
real_0,3.656113862991333,0.6911351323316128,,,
real_0,3.6579670906066895,0.6915096113756518,,,
real_0,3.658313035964966,0.6915794959298365,,,
real_0,3.658554792404175,0.6916283294809891,,,
real_0,3.6587576866149902,0.6916693106754765,,,
real_0,3.658951997756958,0.6917085561928773,,,
real_0,3.6600899696350098,0.691938355151273,,,
real_0,3.6603362560272217,0.6919880805337584,,,
real_0,3.660540819168091,0.6920293795231234,,,
real_0,3.6607253551483154,0.6920666333538179,,,
real_0,3.70121693611145,0.7001972682778872,,,
real_0,3.703533887863159,0.7006598652082701,,,
real_0,3.7037806510925293,0.7007091164412697,,,
real_0,3.703932762145996,0.7007394745163216,,,
real_0,3.704073190689087,0.700767499916666,,,
real_0,3.770376443862915,0.713881292355222,,,
real_0,3.7738606929779053,0.7145638562528336,,,
real_0,3.7742483615875244,0.7146397597170202,,,
real_0,3.7744667530059814,0.7146825160068391,,,
real_0,3.7746734619140625,0.7147229827281729,,,
