Timestamp,Theta_rad,Gamma_rad,Phi_rad,Gamma_deg
1775768569.6843047,0.08139708638191223,0.08356638997793198,-3.6297390460968018,4.788003166897595,-207.96880243735313
1775768569.68477,0.08138859272003174,0.0838220939040184,-3.629483461380005,4.802653927905857,-207.9541585065365
1775768569.685993,0.08138064295053482,0.0839947909116745,-3.6302692890167236,4.81254874111712,-207.9991831296444
1775768569.6862357,0.0813726857304573,0.0841674879193306,-3.6291379928588867,4.822443554328382,-207.9343646112442
1775768569.686428,0.08145536482334137,0.08417556434869766,-3.6291298866271973,4.8229062998101115,-207.93390015821456
1775768569.7657478,0.08136472851037979,0.0843401774764061,-3.628965377807617,4.8323379406526685,-207.92447449378966
1775768569.7665641,0.08136524260044098,0.08425717055797577,-3.6290483474731445,4.827581992855668,-207.9292283071518
1775768569.769305,0.08136472851037979,0.0843401774764061,-3.628965377807617,4.8323379406526685,-207.92447449378966
1775768569.7696166,0.08136472851037979,0.0843401774764061,-3.628965377807617,4.8323379406526685,-207.92447449378966
1775768569.769873,0.08126720786094666,0.08442940562963486,-3.628875970840454,4.837450339074433,-207.9193518500805
1775768569.8103123,0.08126671612262726,0.08451241999864578,-3.6287930011749268,4.842206713758409,-207.91459803671836
1775768569.8105366,0.08125925809144974,0.08460210263729095,-3.6287033557891846,4.847345152285695,-207.90946173262597
1775768569.8112216,0.08126671612262726,0.08451241999864578,-3.629751682281494,4.842206713758409,-207.96952643766403
1775768569.8113537,0.08126720786094666,0.08442940562963486,-3.6298346519470215,4.837450339074433,-207.97428025102616
1775768569.8114471,0.0811925008893013,0.0842486247420311,-3.6300156116485596,4.827092353494465,-207.98464848189354
1775768569.811539,0.0812009796500206,0.08399292081594467,-3.6302711963653564,4.812441592486203,-207.9992924127102
1775768569.8654885,0.08121638000011444,0.0837305411696434,-3.62957501411438,4.797408340747654,-207.95940409369467
1775768569.868283,0.08113488554954529,0.08347433060407639,-3.629831075668335,4.7827285514250395,-207.97407534527778
1775768569.868615,0.0811428502202034,0.08330162614583969,-3.6300039291381836,4.772833311326802,-207.98397912311555
1775768569.8688154,0.08107554912567139,0.08303120732307434,-3.6302742958068848,4.757339448541403,-207.9994699976921
1775768569.8690014,0.08108408004045486,0.08277548849582672,-3.6305298805236816,4.742687833759189,-208.01411392850875
1775768569.8692176,0.08109263330698013,0.0825197622179985,-3.6307857036590576,4.728035792089999,-208.02877151970864
1775768569.932978,0.0811079889535904,0.08225737512111664,-3.6310482025146484,4.713002113464475,-208.0438116016388
1775768569.9341826,0.08112392574548721,0.08191195875406265,-3.6313934326171875,4.693211206381023,-208.06359183654786
1775768569.9351242,0.08104981482028961,0.08164826780557632,-3.631657123565674,4.67810282253474,-208.07870022039413
1775768569.9353337,0.08106576651334763,0.08130285888910294,-3.6329612731933594,4.658312342338264,-208.15342251663208
1775768569.9355323,0.08108171820640564,0.08095745742321014,-3.63234806060791,4.638522289028764,-208.1182880109787
1775768569.937106,0.08109766989946365,0.08061204105615616,-3.6326935291290283,4.618731381945312,-208.13808190627097
1775768569.981413,0.08111431449651718,0.08018360286951065,-3.633121967315674,4.5941836732909085,-208.16262961492538
1775768569.9816954,0.08113028109073639,0.07983817160129547,-3.633467197418213,4.574391912433505,-208.18240984983444
1775768569.9818313,0.08106353878974915,0.07948486506938934,-3.6338205337524414,4.554148932042718,-208.20265453777313
1775768569.9819715,0.08107950538396835,0.07913944870233536,-3.6341660022735596,4.534358024959266,-208.2224484330654
1775768569.983066,0.08109623938798904,0.07871101051568985,-3.634594440460205,4.509810316304862,-208.24699614171982
1775768569.9832523,0.08093945682048798,0.07835703343153,-3.634948492050171,4.489528916086257,-208.26728181080819
1775768570.049038,0.08096341788768768,0.07783887535333633,-3.6354665756225586,4.459840634469688,-208.29696582355498
1775768570.0496273,0.08097939938306808,0.07749343663454056,-3.6358120441436768,4.440048446725309,-208.31675971884727
1775768570.0498574,0.08099622279405594,0.07706497609615326,-3.6362404823303223,4.415499457409978,-208.34130742750168
1775768570.051968,0.08093665540218353,0.07662206888198853,-3.6376421451568604,4.390122734248638,-208.42161682047845
1775768570.0522718,0.08095350861549377,0.07619360834360123,-3.638070583343506,4.365573744933307,-208.44616452913283
1775768570.052496,0.08097749948501587,0.07567543536424637,-3.6385886669158936,4.335884609542787,-208.47584854187966
1775768570.0993695,0.08099441230297089,0.07524695992469788,-3.6380584239959717,4.311334766453505,-208.4454678495884
1775768570.0999255,0.08093570172786713,0.07472111284732819,-3.6385843753814697,4.281205937477946,-208.4756026549816
1775768570.1009715,0.08095971494913101,0.07420293241739273,-3.6391024589538574,4.251516375200451,-208.50528666772843
1775768570.101346,0.0809767097234726,0.07377445697784424,-3.639531135559082,4.226966532111168,-208.52984803676605
1775768570.1015372,0.08100075274705887,0.07325625419616699,-3.6400492191314697,4.197275689172745,-208.55953204951285
1775768570.1351483,0.08093404024839401,0.07290320098400116,-3.640402317047119,4.177047222939134,-208.57976307706832
1775768570.1660686,0.08095808327198029,0.07238501310348511,-3.640920400619507,4.147357233774662,-208.60944708981515
1775768570.1693656,0.08097516745328903,0.07195653021335602,-3.6413488388061523,4.1228069637984035,-208.63399479846953
